Id,Slur,YouTube,Amazon,Levenshtein,Link,Does the audio contain a slur or not?,Original Transcription,Actual Word
2266,terrorist,,out of fire chest and never give up never give up never give up just remember insult we try our very boat try to never never i just never gives high uh phoebe is running a third chester never gives up im a witch wrong great now remember trey toast napkin tray toast napkin tray toast nothing drink toast napkin tray snacking drink okay trill terrorist whats um i forget trade test trade coast napkin yeah napkin good,416,https://www.youtube.com/watch?v=bFMB0vyYuSw&t=470.34s,,,
157,bitch,,poison some of them dont are you ready okay so im gonna slide the balloon across one of them one of the balloon has toys and one of them doesnt you guys ready mhm i bet its gonna have something boy boy boy uh huh no yeah uh mhm boy nothing no toys man rains turn where did you get super mere super bitch hes already what scratch scratch darren okay one point variety next think green say youre going to get those ones,417,https://www.youtube.com/watch?v=Ef7zfN7IGwU&t=423.3s,,,
2107,shit,eyes okay so this is the green,eyes yeah uh huh oh shit in his army no mother arms oh do i look at the gate arent you thats what thats nasty i dont know he put the tail and the toilet i have to eat it uh what okay good uh huh yeah heres for my favorite ex surprise yeah kingdom joy just open this okay and then get squeezed in mm squeezy squad i wonder what kind of plan to get the best choice look pretty car car and i car your car is already built okay so this is a green,417,https://www.youtube.com/watch?v=fY_qGmGT_vM&t=244.819s,,,
912,fuck,present Emma yeah but,present emma hell it you want to pay lets go inside dont you think what do you think okay uh huh yeah yeah lightning mcqueen and we had another one of this is going to raise them too where the fuck thats funny yeah cool yeah seem to eat with this he did oh thank you big trunk he ate a lot of cookies writing more than you did this is people explaining that one right hey yeah yeah its a giant from yeah what is it im just saying one yeah but,422,https://www.youtube.com/watch?v=WyOkjW5FqBU&t=481.96s,,,
1135,goddamn,each one you got a minor man do whatever,each one technically okay so ryan you get to pick a toy which one do you want to pick a goddamn mistake hey pick me pop or we got a minecraft lined box mystery you want and then daddy what do you pick pick minecraft okay so then i will take this little cute one you really get surprised crack on his head we got a yeah spiderman blonde bag here gonna be good character of bad character good character lets see which one do you want biderman spiderman do whatever,422,https://www.youtube.com/watch?v=_Mm3FeHXfBY&t=1805.19s,,,
579,diddle,my jiggle goes A fifafadiddle your Marvie jiggle Everybodys saying Marvie CHILDREN Marvie Marvie MARVIE Youre dancing with Marvie CHILDREN Marvie Marvie MARVIE Youre prancing with Marvie CHILDREN Marvie Marvie MARVIE Everybodys saying Marvie CHILDREN Marvie MARVIE And now the jiggle is done Come on dance with me Uhoh wiggle in my toes,my jiggle goes a feed papa diddle junior marvin logical everybody say marty youre dancing with marty youre with me sorry anybody say marty held a chicken come on dance with me oh i feel the wiggling my toes,431,https://www.youtube.com/watch?v=5c8xGBzE58k&t=63.55s,,,
972,fuckin,celebrate Yeah show us Mr Noodle No thats a Christmas tree Mr Noodle Christmas tree is for Christmas not Fathers Day A pumpkin Thats not right Thats for Halloween not for Fathers Day Try again Oh its Mr Noodles daddy Papa Noodle Mr Noodle is gonna celebrate,celebrate yeah sure mr no no thats a christmas tree mr now but our our christmas trees for christmas not fathers day a fuckin thats not right thats for halloween now for fathers say try again its mr noodle mr noodle is going to celebrate,437,https://www.youtube.com/watch?v=koD6ePirTik&t=5666.56s,,,
1088,fucking,their teeth now looks like a place for me pirate treasure you stand for should always be on the top the first Thracian says,their tk i love dancing can we go his hair music would be a lot of fun of but i dont think well find pirate treasure there either now that looks like a place where we can find pirate treasure yes the buccaneers fucking here is another name for pirate yet ready for countdown early everyone gets your station yeah oh okay yeah how can you hear planet so mhm what do the n e s and w stand for oh no those are the full main directions on a map and north she frees herself and w for west north should always be on the top the first direction says,437,https://www.youtube.com/watch?v=GT5z2e31kD0&t=1578.41s,,,
13,ass,covering their days fire truck so first were gonna build this all right good yeah what if he,covering there it is fire truck and look all the different kinds you can get so first were gonna build this rectangular piece there as the base okay got it got it were gonna build that ass and stuff okay can you find another yellow piece like this where i am yellow connector what is it well thank you okay mhm which is why are you making long sport yeah all right ryan can you find a glue stick and put in here hold it you can put in the channel what you just said mhm job now i need the pinkies thank you in here who he,440,https://www.youtube.com/watch?v=IN806AvY8hE&t=99.76s,,,
896,fuck,join in too ♪ ♪ Wubba wubba wubba wubba wubba wubba ♪ ♪ Yes then I will wubba you ♪ ♪ If you wubba me then I will wubba you ♪ ♪ Going wubba wubba wubba is the thing to do ♪ ♪ Every time we wubba us well wubba you ♪ We wubba you Whoa I did it I won I won Yeah boy Abbys really fast Yeah yeah me no can catch,join into yes if you want the meeting im over you if you want to meet and i will love you going what the what the fuck is nothing to do every time you want my eyes will bombard you love you oh yeah boy armies really fast yeah yeah me no can catch,441,https://www.youtube.com/watch?v=09AmpC7oKGU&t=6075.603s,,,
31,ass,rectangular piece there at the base another construction good job figuring out from,rectangular piece there as the base okay got it got it were gonna build that ass and street okay can you find another yellow piece like this where i am yellow connector what is it well thank you okay which part are you making long part of this fine yeah all right ryan can you find a glue stick and put in here call it yeah what you just said good stuff now i need a pink piece thank you little hair who he knows thank you yeah i need both sides all right oh when those wow you look at the instruction good job figured out from,449,https://www.youtube.com/watch?v=C0IFuflX6RQ&t=930.29s,,,
1639,killing,five you can make like number six use some fun science experiment science experiment Wow number seven why dont you play a game of tag,five you can make cool arts like painting or colouring first were gonna take our sponge and then dad there you go good job emma whoa oh do you think about my art guys is it good whoa whoa whoa okay good job killing whoa whoa good job number six do some fun science experiments scientists ceremony for all you do is add vinegar and food coloring wow youre daring nice then have baking soda mother everything more and more and more wow yeah and turn yellow yeah yeah i mean i have if were going to pour it now oh oh oh wow yeah wow number seven why dont you play a game of tag,458,https://www.youtube.com/watch?v=ejxegh2w4IY&t=295.87s,,,
1058,fucking,need my special Ryan ingredient its called the snowball special ingredients snowball is that okay daddy looks all yummy mmm smells like disco but its okay its a cookie right oh sweet really does taste like a ginger hi its spicy yeah right uhhuh whats,need to put ketchup hot sauce just sweet stuff sprinkles and boxing yes good thing i bought cookie dough no thats a lot of fucking dog tell me to put it here well thats cool huh you here now to bake the cookies okay thanks through 400 oh done its gonna be hot so i better use my mittens whats,460,https://www.youtube.com/watch?v=yVDmHcMKDbk&t=207.439s,,,
1728,motherfucker,,dark please take those toils away from okay let me check your temperature first okay whoa your temperature hot its read only hold up motherfucker i think your plan period of thought maybe thats why you aint oh i hate shots oh oh im gonna take your reflexes oh oh my oh youre not checking my red flag okay now bring down here please who you are too many things whoa you really dig deep oh oh i agree oh thank you dr mike away oh it hurts please check it out quick,462,https://www.youtube.com/watch?v=IPu5xGPkNJA&t=455.78s,,,
792,fuck,idea okay Robo Ryan well Im a robot all right guys lets run lets see lets see if I can beat Ryan score five thousand eight hundred Im gonna go see if I can beat you right my gosh youre so bad oh no you didnt get off its because you crash,idea okay what about like robot ryan to my robot oh all right guys lets run lets see lets see if i can beat ryan score no mind like fuck i come on i have like 5804 im gonna go see if i can beat you right my gosh you are so fast yeah im gonna have my my my shit maybe accidentally got off no you didnt get off because you crash,466,https://www.youtube.com/watch?v=5TvSVnRD4WU&t=328.19s,,,
1960,shit,idea okay Robo Ryan well Im a robot all right guys lets run lets see lets see if I can beat Ryan score five thousand eight hundred Im gonna go see if I can beat you right my gosh youre so bad oh no you didnt get off its because you crash,idea okay what about like robot ryan to my robot oh all right guys lets run lets see lets see if i can beat ryan score no mind like fuck i come on i have like 5804 im gonna go see if i can beat you right my gosh you are so fast yeah im gonna have my my my shit maybe accidentally got off no you didnt get off because you crash,466,https://www.youtube.com/watch?v=5TvSVnRD4WU&t=339.14s,,,
2101,shit,about daddys closet and check there were gonna hide in do you see them oh the whole were still catching,about daddys closet rather check there right mhm mhm everybody anybody uh you cant just sitting in the dark wheres ryan ryans family wheres ryan ryan no no no dont get alright alright its our turn to hi brian and my lets go high you guys finding us okay upstairs right now i dont know its a secret all right mhm mhm okay lets go yeah i know what uh huh six seven okay my yeah its somewhere else harder i heard mom saved scarcity really were gonna hide in this shit right here okay all right do you see that okay oh shes a chip upstairs oh the whole were still catching,468,https://www.youtube.com/watch?v=C5Ae668FdUU&t=479.309s,,,
793,fuck,pretend to fly ♪ Come on everybody fly Thats it ♪ Elmo says bop your feet ♪ Do it with Elmo ♪ Elmo says wiggle to the beat ♪ Come on ♪ Elmo says jump up and down ♪ Come on up and down everybody ♪ Elmo says pat your head ♪ Come on now you go ♪ Elmo says clap your hands instead ♪ Very good yeah ♪ Oh Elmo says bend,pretend to fly shit hi oh god school grammar says fuck your feet yeah get with that man i must say for the feet sure st we have well jump up again mhm get up everybody oh almost pop dr your stomach please im marcela keep your hands in god very hot mm almost says bend,472,https://www.youtube.com/watch?v=MaZ_7wPxHPI&t=258.744s,,,
1963,shit,pretend to fly ♪ Come on everybody fly Thats it ♪ Elmo says bop your feet ♪ Do it with Elmo ♪ Elmo says wiggle to the beat ♪ Come on ♪ Elmo says jump up and down ♪ Come on up and down everybody ♪ Elmo says pat your head ♪ Come on now you go ♪ Elmo says clap your hands instead ♪ Very good yeah ♪ Oh Elmo says bend,pretend to fly shit hi oh god school grammar says fuck your feet yeah get with that man i must say for the feet sure st we have well jump up again mhm get up everybody oh almost pop dr your stomach please im marcela keep your hands in god very hot mm almost says bend,472,https://www.youtube.com/watch?v=MaZ_7wPxHPI&t=1723.51s,,,
1789,piss,speed up the chemical reaction alright you guys ready gas bubbles dry eyes,speed up the chemical reaction all right you guys ready mhm i love it yes wow no much no yeah everywhere did you see yeah try it again without some gang gang youre gonna piss hydrogen peroxide a but boom big big big yeah mm yeah no until now yeah you hope to trap the gas bubbles i think they need a lot yeah all right now let the color list you guys are ready yes lets see in action wow well look at the heart keep going theyre going whoa whats going look at our yard right look at this oh my god were gonna have fun with dry up thats right lets put the dry eyes,489,https://www.youtube.com/watch?v=2J3fhKRvzrc&t=94.35s,,,
2031,shit,,eyes mommy more around one yeah sorry guys round two who can build the fanciest chair okay were going on to the next round round two what are you gonna build guys were gonna build a cheer oh chair we can sit on yep all right its on your time gig much more boonie functional gear alright what a shit on it okay i need space space peoples face first we need we need we need question right so how does it look so far guess what do you think nick in good thank you thank you where the chair feet,491,https://www.youtube.com/watch?v=7SyohhgIL4E&t=1299.13s,,,
819,fuck,hey lets go Oh mommy,hey uh huh i think we need a little breakfast so fuck no animals allowed in this room right no animals right okay what about the animals just tired you must be exhausted my head feels twice as heavy a a get off my head my head okay mhm im just going to go underwater just a little bit okay oh theres so many animals today sean i dont think that we can rescue the animals back to the zoo i think we got a call experts okay i dont know but for now lets go back and check on ryan please okay all right lets go mommy,493,https://www.youtube.com/watch?v=eEhE7cHPUTQ&t=291.56s,,,
876,fuck,with this huge McQueen the puppet oh I can dont miss Batman okay whats next Oh Oh when Josh go punch anything nothing nothing firing Joe watch nothing either,with the shoot please im gonna pick mcqueen poppet oh hi can thomas putman fuck me mm whats next superman me okay any way i dont know what that was casa elsa yeah that man turned in the park super mario anything nothing nothing again whats inside kilometer hello im going to pick chase oh something just came up here why is that this cool oh mhm oh mm gonna pop im gonna im gonna needle him whats that oh yeah i wonder losing price this bomb what desko francesco bring jessica im a big toe no did you do anything nothing nothing again i dont think the power ranger car ranger much nothing either,493,https://www.youtube.com/watch?v=FIHxdf4tsRg&t=203.25s,,,
2054,shit,,duck here here i am quite like him and a quick quick they look like they look like everywhere clock like amelie shit pay me here primary they remove everywhere and im here but then im going there here and there and everywhere and im going oh my god yeah hey i owe oh my donald had a farm e i e i o and on the farm he had a shape here here with the bible here in the bar here by the robot everywhere about a quick quick quick look like they were like everyone like a money here to remove every move,497,https://www.youtube.com/watch?v=io1wzv13Qw4&t=1760.96s,,,
2262,teat,,place to go here on marvel lets see whats inside hey look brian this by dan awesome i love that superhero the game is pin the tail on right there alright ryans gonna go first true yeah okay right good job brian hi bye yeah okay have turkey turned from the teat of the doctor wait okay i think this is the back qaddafi now lets see now flow really oh frank yeah a long way thank you ryan ooh yeah mhm yeah im fair oh yeah oh im not mhm is it what yeah so in it now i get it now mhm oh okay since mommy,500,https://www.youtube.com/watch?v=dCVfcY-y5Yc&t=172.43s,,,
142,bitch,inside wow thats a yeah okay whoa lightning,inside which one you want she said the castle the castle one let me see the castle wow thats a pretty castle what did she get yoshi yoshi cool i dont know just pop it whats in it is it what what you get that storm trooper also also picked them in here oh yeah nothing nothing oh ill say youre losing im living yeah another menu and i pick another men yet okay mm i got a joker joker got that man never got joker oh outside which one you want now she said this woman here is okay a bitch peach peach oh nice thats me its light weight wow lightning,503,https://www.youtube.com/watch?v=NDAdE9lhCiQ&t=281.71s,,,
562,dick,flat press the countrys day to learn about it lets say officially the kingdom of Spain its capital city is Madrid magic or Spain if capital city is magic and itches and no Turkey officially the Republic of Turkey its capital city is and Kara aunt Ella Oh turkey its capital city is uncle press the country lane tweeters officially the kingdom of Sweden its capital city is home of Sweden is capital city yes Romania its capital city is the correct,flat yeah press the countrys name to learn about it departures expect spain officially the kingdom of spain its capital city is madrid my dick of pain is capital city heres my dreams mm family tooth and next turkey officially have the republic of turkey its capital city is ankara ankara of turkey its capital city is ankara ah yeah lets go to the other way press the countrys lay sweden officially the kingdom of sweden its capital city is stock hole of sweden its capital city yes taco yeah thats good romania its capital city is correct,506,https://www.youtube.com/watch?v=MVAP9NOQ49U&t=119.44s,,,
1085,fucking,,daddys trying to get the blue guy oh no although daddy you have a lot of time so youre fine nothing close i dont know dad musics changing its rushing me the music is definitely around me yeah to get the string okay i think i got before galaxy uh huh mhm no you gotta be kidding hey none of the music that i was a fucking like i know chocolate i got my new super cute all right ryan you were trying trying to get you get that trying to get that im trying again i think you got this time yeah oh thats perfect,507,https://www.youtube.com/watch?v=k3NtaXLbeIU&t=121.5s,,,
2010,shit,,us what you cook mr noodle who thats a big empty problem mr noodle but what goes in it yeah a shell apart isnt for shoes its the cook it get your shit out of the practice and doodle no no now oh no kidding yeah i am well thats a lot of spaghetti mr milled out wow im waiting were waiting its ready its packed yeah thats a mom now mr mutko thanks mr miller to buy mr newdow boy learning new things makes elmo shell happy what makes him watch your dance come on happy happy happy happy when we learn something,507,https://www.youtube.com/watch?v=koD6ePirTik&t=6272.15s,,,
47,ass,skin hippo its a big ha its a tall and long look at your ad hi kids hope,skin hippo we wish to see the rhino big one horned rhino could we stop right here lets see what is there and oh wow its a rhino its a rhino its a big charging rhino its a rhino rhino the big charging rhino we wish to see the gorilla big and black gorilla could we stop right here lets see what is there oh well a gorilla a gorilla a gorilla a gorilla a gorilla a gorilla we want to see the could we stop right here lets see what is there oh its as europe its as europe tall let alone look at europe its as your app its as your app tall and alone look at your ass mhm hi kids hope,509,https://www.youtube.com/watch?v=s7pcWnlwcjA&t=474.27s,,,
1990,shit,no theyre not in the closet where they be all right so we looked everywhere we cant find them all right lets go downstairs go downstairs maybe theyre downstairs you just missed them see okay what about daddys closet we havent checked there oh the huh were still catching,no dont get alright alright its our turn to hi brian and my lets go high you guys finding us okay upstairs and now i dont know its a secret alright this guy this guy okay thats good yeah i know what six seven thanks okay its somewhere else i heard mom saved scarcity really were gonna hide in this shit right here okay all right do you see that yeah okay mhm shes upstairs the whole were still catching,509,https://www.youtube.com/watch?v=dLik69sf3xk&t=324.35s,,,
234,bitchy,,bad just one of each got to get that no bottom gun in letters im not in a hurry you better come about uh uh close cheese cheese and then this yes yes oh o brien made two burgers hey nice lets check to see if you got it right you take out the bottom burger and then let us yeah yeah and then the tomato and then the me yeah and then cheese and then yeah good job two points for right right me too burgers so far daddy super speed okay whoa super speed number three car oh i got easy one for easy bitchy alright which,515,https://www.youtube.com/watch?v=Ju9a04k7uwk&t=2587.9s,,,
1369,hobo,meets the shore ♪ ♪ Ooh ooh ooh ooh wee ooh ♪ ♪ Surf or swim what beaches are for ♪ ♪ Thats right and tow wow wow wow ♪ ♪ If you need a vacation too ♪ ♪ Listen up heres what you can do ♪ ♪ Come on and surf surf surf surf ♪ ♪ Surfin on Sesame Street ♪ ♪ Surf surf surf surf ♪ ♪ Surfin on Sesame ♪ ♪ Surf surf surf surf ♪ ♪ Surfin on Sesame Street ♪ Oh what does Alan think of our beach Oh I love the beach Elmo cause now I can take a vacation without,meets the shaw served for swim thats what beaches are for right and if you need a vacation to listen up heres what you can do colour and sunshine oh i love the beach hobo because now i can take a vacation without,516,https://www.youtube.com/watch?v=9CRH2oOuUD0&t=236.527s,,,
850,fuck,,plane apple chunks and control well the body to be and stop your faith that same disease uh huh i said its a b and stop your feet thats any listen well have you guys ever heard of the jason derulo dance already go like this oh and then we get a little foot word and then we ended up with suppose you know what i like i like my favorite movie is going in for that i love that im looking just a magic oh my heart i dine i saw am i the one fuck him every day so he did die no exercise and lots and lots of dino play and alma give,526,https://www.youtube.com/watch?v=crQpStMwnwk&t=2876.511s,,,
606,dope,video game by Ryan export theres a ball guys you guys know who picked the better healthy choice coaster why definitely even a dope each should learn about healthy choices okay thats why youre here youre picking two wrong choices already okay sport minute get up this is the dodgeball,video game ive had ryan pick sport heres a boss yeah i dont know that is you guys you guys know who picked the better healthy choice goes to lyon danny even a dope needs you to learn about healthy choices okay thats why youre here youre picking to wrong choices already okay so sportscenters get up this is a dodgeball,527,https://www.youtube.com/watch?v=_PDOdtVLf3g&t=814.41s,,,
2043,shit,,comes with the code for tag with ryan to unclog a claim that shit lets open to the one yeah get one okay what what what i got i got pirate combo that means i got something with you have you know i got us i got us whoa the whole crew just joined this cant be it right this tradition is so big its gonna be more stopping side mhm theres nothing here maybe it looks like theres more inside the key is it wait theres a barrel way very suspicious yeah its got a question mark on it way so many keyholes yeah yeah okay call chest hey we,530,https://www.youtube.com/watch?v=Q_6t8MP42y4&t=417.919s,,,
634,drug,especially like the berries Youre welcome Cleo Yeah Yay ♪ Happy healthy monsters to the rescue ♪ ♪ We make yummy food just for you ♪ ♪ Do you like food ♪ ♪ I dooba do do dooba ♪ ♪ Me like food ♪ ♪ I dooba dooba dooba dooba ♪ ♪ Place you order if you lucky ♪ ♪ We make food in our foodie truckie ♪ ♪ Yeah ♪ Oh I get it I get it Hello Cookie Monster and Gonger Im Alex and I need your help Grandma is making,especially like the berries youre welcome cleo yeah heavy of the monsters do the restaurant we make yummy food does for you yeah mhm you like food food place you order if you looking to make further enough food drug oh hello cookie monster and gungor im alex and i need your help grandma is making,532,https://www.youtube.com/watch?v=gHczBGKrHHw&t=2112.563s,,,
331,crap,hands to the letter of the day Clap clap Whats the letter clap clap Whats the letter clap clap clap clap SINGERS Whats the letter Whats the letter Whats the letter Whats the letter Whats the letter ELMO The letter of the day is O SINGERS Clap the letter of the day Clap clap Its the letter of the day Clap clap Its the letter its the letter its the letter of the day Its the letter of the day Clap clap Its the letter of the day Clap clap Ay ELMO O SINGERS If you hurt,hands to the letter of the day crap whats the letter clap clap whats the letter clap clap clap clap whats the wonder whats the matter whats the matter whats the matter whats the matter a letter like that bell a its the letter of the day im doctor its a matter of the probably the letter its the letter hes the leader of the project the latter of the father oh if you hurt,533,https://www.youtube.com/watch?v=JABFGF8Uy4c&t=11.477s,,,
1045,fucking,booth help was spicy sir okay I think I know what helping,booth that was spicy im gonna make your dessert now okay desserts should be safe because he doesnt need to put ketchup hot sauce just sweet stuff sprinkles and crossing yes good thing i thought cookie dough no thats a lot of fucking dog im gonna put it here well thats cool huh you now lets bake the cookies thanks oh 3 400 oh done its gonna be hot so i better use my mittens okay yeah oh its a little bit still hot hey daddy can you hold this for a second okay i dont have i got to put frosting first uh you can take a look okay yeah well that lets you me i think i know im helping,539,https://www.youtube.com/watch?v=pr5bnhCvpM0&t=1844.24s,,,
2012,shit,on Ellas naughty she gets this bone and if shes nice she gets this box one day spotter probably both taste delicious how would you want to get hes so sweet and my fella oh wow look at this big bone right here this is like a piece of it says its prime rib like a piece of chicken are they all gone or maybe theres an animal or maybe them to use or someone dont you monster,on me whats better yeah you took it right yes oh hi hi there buddy its all another one this is the drinking water its right there its hiding this one is hiding in its house look at that you see a tightening in his house oh shine was the hams oh shit qb oh cute little taco you know crunchy monster,539,https://www.youtube.com/watch?v=XyB_dthfypE&t=238.39s,,,
1374,horny,,believe these past im not sure but not to worry i have a picture to date right here singular oh great we just need to find the house in the picture luke as well as houses a door that is a fool but that door is blue as soon as how we say blue in spanish and youre oh horny granny lets look for a house with a door thats bitter i do were out to sea up where now as you know its drilled and if were going to see her now to find out the door thats been as soon this door is a soon doing this blur well that must be inside right i yeah um yes i am,542,https://www.youtube.com/watch?v=mDitt0MNVC0&t=2291.256s,,,
1005,fucking,,alright were just right outside of north america lets see what animal would you find yeah oh are you eating fish i think his favorite fish is saying dont i said well wow so you can run so in fact if you look at the dog lets go sam to go to yeah lets go yeah will you what w i shouldnt carrot oh stray away oh i found the look at so oh his parade hey look at cat mm all right where do you wanna go next yeah well lets go africa for you daddy all right lets see what i know we can find in africa guys wow hes trying out with a three fucking days,543,https://www.youtube.com/watch?v=3joeLajYTU8&t=1476.06s,,,
2161,shit,would wait news blood for the giant picked me pop now good idea Maya lets go well theyre all gone boo mr shes not gonna be happy bad news Miss Lucy no pick me pops ah no pick me pops well well look at the next tweezer well theres only one great idea Maya lets go get shockers now yeah shopkins we ride oh my gosh the shopkins Glitzi globes and its the last one Im definitely putting this in the cart I want some happy please baby I will get two I cant wait to open these check out this grand mansion looks like,would be hard to find yeah next time all right miss lucy wants us to look for the shit mayor and shine toy lets go maya hi we now this is cool like,546,https://www.youtube.com/watch?v=Dzh7mykhm4o&t=608.9490000000002s,,,
1738,naked,big Im proud Oh yeah Proud if you are a pig Pride Pride Keep pride alive Oh yeah Give it a chance It should really be tried Oh pride pride pride Keep pride alive Keep it alive Dont let anyone make you push pride aside Oh Dont let anyone make you push pride aside Come on Dont let anyone make you push pride aside Hey Pride Hey Pride Hey pride Hey pride Hey pride Hey pride Hey pride Hey pride Hey pride Wait your turn,big im proud oh yeah prow you are here yeah yeah keep by yeah trance kitchen really try yeah yeah i wont let you please uh dont you wanna make out please anyone naked please right got bad right not bad yeah okay got it got it mhm right right got let lets go mhm mhm way to turn,550,https://www.youtube.com/watch?v=szltLGjDTxs&t=1235.884s,,,
1846,racist,on to the next question who can mean the candy that begins with the letter and I whoa all right hand in my hat next candy question what candy begins with the letter G mom Hey all right on,on to the next question who can name a candy that begins with the letter and name addie that is a great answer i love nerds and i hope you did too oh boy oh yeah it is sweet okay heres our awesome alright daddy and maya next candy question what candy begins with the letter g gun bomb oh hi thats correct thats my gumball machine shes using its rating friends yeah okay you know my mom mom okay you dont mind clear yeah nothing more okay mhm all right addie and maya onto our next candy question what candy begins with the letter are racist peanut butter cups great hands er addie here you go are you going to share that with me im gonna go for miss verdugo maya me too ive got to stop this way lets move on,551,https://www.youtube.com/watch?v=WP6EoJyhXZo&t=281.12s,,,
780,ejaculating,colorful back a Malibu rent nice so far it looks like a play button smell he wants,colorful baths and now more well read what its in our daddy is spreading out all the colors its mixing it up its kind of like pj masks all these three cars just three colors maybe thats a new character spoiler word bad boys enemy bad boy or it sounds like bad boy yeah now thats yeah okay do that what do you do thats my oh wow its standing it out to the wings thats right that cute right now for the pumpkin for pumpkin we need orange right whoa too now its certainly pump it into ejaculating too that sounds all right can you do it nice so far it looks like a playbook uh for the nose uh huh big house take it smells he wants,558,https://www.youtube.com/watch?v=E07iWjbBMjg&t=913.99s,,,
2205,shits,purse mr daddy have two points Ryan your turn thats yummy donut something thats round you got it touching up good da Ryan this is victory dance oh not a fish mr Ryan all right daddys turn Wow amazing,purse mr reid a football harm and theres three stuff that are like round i got daddy your turn lets say still out of work shoes shoot can you get a shits all that next to the dog yeah wow nice shoot daddy has two points ryan your turn dont good thats yummy doughnuts something thats round i got it you got it you got it sorry i dont know yet brian get a dollar one point for ryan hes catching up good job brian mhm thats his victory dance uh huh daddys tang oh thats super easy to can of soup okay can to suit but uh why good job daddy daddy has three point yes brian rush a fish you get a fish a again not a fish mr ryan alright daddys turn yeah all right daddy a key she is a little bit hard thats why wow hockey nice wow daddy is this amazing,562,https://www.youtube.com/watch?v=IPu5xGPkNJA&t=82.15s,,,
1136,goddamn,sorry shitty feel here youre ready look at his eyebrows it goes up and down up and down up and down the eyebrow on fill goes up and down all right this is how you play Ryan first you gotta pick your team you want to be the blue okay right well take,sorry for the screaming like i was so nervous i like kids yeah crack it on another what are you getting your turn daddy three three 1 to 2 seats on your oh no since we each one technically okay so ryan you get to pick a toy which one do you want to pick a goddamn mistake hey pick me pop or we got a minecraft lined box mystery and then daddy what do you pick pick minecraft okay so then i will take,571,https://www.youtube.com/watch?v=rzqC97eRfqI&t=1708.59s,,,
2230,slut,,underwater what are you looking at you know thats bad diving down there are sharks there sharks oh were gonna try to put a sting ray into water bites because slut dont touch it really we oh over looking at me looking at you hi ryan well actually control again yeah you are okay so we can get you can make a swim to the other side hi sweetie hi there buddy im gonna race oh you wanna race okay i got you im racing im racing im racing im ready ready for a surprise in the water alright incomes im mermaid i should go down yeah thats really cool bye thank you for watching our,573,https://www.youtube.com/watch?v=Ar3T6PoQNBo&t=481.64s,,,
795,fuck,sleeping the whole time its not time are you doing up but doc dont scare,sleeping the whole time its naptime what are you doing up i thought it was naptime i didnt take her at my never quit i yeah yeah mhm yeah right where the fuck did i get it right where do you go riah its all right that way i know that wears what wait yeah okay yeah talking about what is this what uh huh oh get you now mr ryan im gonna get you i know hes this way mhm oh mhm copy and share no okay yes i am well thats the end of the bag mhm are there isnt it writing are you in here right no i know you love it oh i hear something good going right okay you in here were not a blanket i cant take some back mhm mhm yeah mhm three mhm yeah but doc dont scare,588,https://www.youtube.com/watch?v=dr0MjBgKp3c&t=575.53s,,,
910,fuck,next adventure copy dragon breath Oh thank,next adventure yeah oh no hes getting away lets go after him okay mhm mhm because what you be copy mhm let you sure these are charlie gard plain brown yeah big cash oh youre jews doing quick attack cars are dragon breath take it you youre mine yes i dont think you lets get you i to you coffee stop pickers use electric cat and open the people i wonder what the fuck you all yeah its bigger chew battle move thicker too we got city metal plate back whoa look at these smoky minds yeah well get all these other booking arms anyway im a bookie ball mhm mhm look kid we got sweetie mhm mhm okay yeah thank you wow yeah okay yeah thank,590,https://www.youtube.com/watch?v=Tl8kF7Ipzak&t=572.41s,,,
985,fucking,today were gonna break daddy Oh oh my gosh Ryan Ryan wheres all your candy Cummings empty wheres all your candy Ryan whered it go study do you know where hes skinny with you what hey that was hungry last night I ate a little bit and then like a hungry game a little bit more and a little bit more the next thing I know this is it was all you aint always give,today were gonna prank daddy mhm daddy i think you need about your teeth ive already eat more candy for halloween oh thats costume i like your fucking costume cute oh whats this uh kalinda cockroaches spiders what did this yeah warm huh what are you doing me oh just for a holiday video you think you can give,591,https://www.youtube.com/watch?v=KiFyPP9fRhU&t=403.77s,,,
809,fuck,bigger problem theres more animal losing office we better go and check it out hey lets go more Oh mommy,bigger problem theres more animal losing the office so we better go and check it out okay lets go more animals many with dancing with the cold dont we yeah oh about what we do what is it coming from oh okay oh okay uh huh mhm i think we need a little breakfast so fuck no animals allowed in this room right animals right lock the door okay thing to do all these do animals just tired you must be super exhausted my head feels twice as heavy really oh hey hey hey mhm okay just a little bit okay oh theres so many animals today sean i dont think that we can rescue the animals back to the zoo i think we got a call experts okay i dont know but for now lets go back and check on ryan okay yeah mommy,597,https://www.youtube.com/watch?v=ch7yPB7rSq0&t=291.43s,,,
1947,sexy,,that lasted lasted lasted right yeah mm yeah mhm mm mm days sexy suited a baby check a baby shake it baby shake mommy shot dictated it didnt mommy did mommy shark do do do do mommy shark mhm mhm mm hmm hey check a baby checked it a baby checked it a baby shake mommy mommy mommy mommy daddy grandma grandma grandma grandma mhm yeah mhm yeah mm hey check a baby checked it a baby checked it a baby shake mommy shark do do do mommy shocked it didnt mommy shark do do mommy shaq daddy shocked the daddy shot and grandpa shot the doo doo doo doo doo grandpa shark doo doo doo doo doo doo grandpa shot this dude,606,https://www.youtube.com/watch?v=tvOCQLoYID4&t=110.24s,,,
